onset	duration	trial_type	electrical_stimulation_type	electrical_stimulation_site	electrical_stimulation_current	status	status_description
340.36572265625	0.0002	electrical_stimulation	biphasic	RG1-RG2	6.0 mA	good	n/a
347.13134765625	0.0002	electrical_stimulation	biphasic	RG1-RG2	6.0 mA	good	n/a
355.0185546875	0.0002	electrical_stimulation	biphasic	RG1-RG2	6.0 mA	good	n/a
360.107421875	0.0002	electrical_stimulation	biphasic	RG1-RG2	6.0 mA	good	n/a
366.50927734375	0.0002	electrical_stimulation	biphasic	RG1-RG2	6.0 mA	good	n/a
371.80078125	0.0002	electrical_stimulation	biphasic	RG1-RG2	6.0 mA	bad	n/a
376.80615234375	0.0002	electrical_stimulation	biphasic	RG1-RG2	6.0 mA	good	n/a
382.20654296875	0.0002	electrical_stimulation	biphasic	RG1-RG2	6.0 mA	good	n/a
387.55029296875	0.0002	electrical_stimulation	biphasic	RG1-RG2	6.0 mA	good	n/a
393.529296875	0.0002	electrical_stimulation	biphasic	RG1-RG2	6.0 mA	good	n/a
419.34375	0.0002	electrical_stimulation	biphasic	RG2-RG3	6.0 mA	good	n/a
424.2333984375	0.0002	electrical_stimulation	biphasic	RG2-RG3	6.0 mA	good	n/a
429.34228515625	0.0002	electrical_stimulation	biphasic	RG2-RG3	6.0 mA	good	n/a
433.33642578125	0.0002	electrical_stimulation	biphasic	RG2-RG3	6.0 mA	good	n/a
437.35009765625	0.0002	electrical_stimulation	biphasic	RG2-RG3	6.0 mA	good	n/a
441.662109375	0.0002	electrical_stimulation	biphasic	RG2-RG3	6.0 mA	good	n/a
445.791015625	0.0002	electrical_stimulation	biphasic	RG2-RG3	6.0 mA	good	n/a
449.82080078125	0.0002	electrical_stimulation	biphasic	RG2-RG3	6.0 mA	good	n/a
455.0126953125	0.0002	electrical_stimulation	biphasic	RG2-RG3	6.0 mA	good	n/a
459.38671875	0.0002	electrical_stimulation	biphasic	RG2-RG3	6.0 mA	good	n/a
478.52587890625	0.0002	electrical_stimulation	biphasic	RG3-RG4	6.0 mA	good	n/a
483.3857421875	0.0002	electrical_stimulation	biphasic	RG3-RG4	6.0 mA	good	n/a
487.39453125	0.0002	electrical_stimulation	biphasic	RG3-RG4	6.0 mA	good	n/a
491.64892578125	0.0002	electrical_stimulation	biphasic	RG3-RG4	6.0 mA	good	n/a
495.58935546875	0.0002	electrical_stimulation	biphasic	RG3-RG4	6.0 mA	good	n/a
499.3125	0.0002	electrical_stimulation	biphasic	RG3-RG4	6.0 mA	good	n/a
503.2060546875	0.0002	electrical_stimulation	biphasic	RG3-RG4	6.0 mA	good	n/a
508.6181640625	0.0002	electrical_stimulation	biphasic	RG3-RG4	6.0 mA	good	n/a
513.6337890625	0.0002	electrical_stimulation	biphasic	RG3-RG4	6.0 mA	good	n/a
519.08056640625	0.0002	electrical_stimulation	biphasic	RG3-RG4	6.0 mA	good	n/a
537.91796875	0.0002	electrical_stimulation	biphasic	RG4-RG5	6.0 mA	good	n/a
541.671875	0.0002	electrical_stimulation	biphasic	RG4-RG5	6.0 mA	good	n/a
546.2119140625	0.0002	electrical_stimulation	biphasic	RG4-RG5	6.0 mA	good	n/a
550.30517578125	0.0002	electrical_stimulation	biphasic	RG4-RG5	6.0 mA	good	n/a
554.9501953125	0.0002	electrical_stimulation	biphasic	RG4-RG5	6.0 mA	good	n/a
558.60400390625	0.0002	electrical_stimulation	biphasic	RG4-RG5	6.0 mA	good	n/a
562.08203125	0.0002	electrical_stimulation	biphasic	RG4-RG5	6.0 mA	good	n/a
566.34130859375	0.0002	electrical_stimulation	biphasic	RG4-RG5	6.0 mA	good	n/a
570.0732421875	0.0002	electrical_stimulation	biphasic	RG4-RG5	6.0 mA	good	n/a
