onset	duration	trial_type	electrical_stimulation_type	electrical_stimulation_site	electrical_stimulation_current	status	status_description
1145.77099609375	0.0002	electrical_stimulation	biphasic	LFG3-LFG4	6.0 mA	bad	n/a
1150.03515625	0.0002	electrical_stimulation	biphasic	LFG3-LFG4	6.0 mA	good	n/a
1154.1494140625	0.0002	electrical_stimulation	biphasic	LFG3-LFG4	6.0 mA	good	n/a
1158.9189453125	0.0002	electrical_stimulation	biphasic	LFG3-LFG4	6.0 mA	good	n/a
1162.11962890625	0.0002	electrical_stimulation	biphasic	LFG3-LFG4	6.0 mA	good	n/a
1166.3330078125	0.0002	electrical_stimulation	biphasic	LFG3-LFG4	6.0 mA	good	n/a
1170.0283203125	0.0002	electrical_stimulation	biphasic	LFG3-LFG4	6.0 mA	good	n/a
1191.39892578125	0.0002	electrical_stimulation	biphasic	LFG4-LFG5	6.0 mA	good	n/a
1195.3349609375	0.0002	electrical_stimulation	biphasic	LFG4-LFG5	6.0 mA	good	n/a
1199.62548828125	0.0002	electrical_stimulation	biphasic	LFG4-LFG5	6.0 mA	good	n/a
1203.759765625	0.0002	electrical_stimulation	biphasic	LFG4-LFG5	6.0 mA	good	epileptic activity
1208.2744140625	0.0002	electrical_stimulation	biphasic	LFG4-LFG5	6.0 mA	bad	odd peaks
1213.52392578125	0.0002	electrical_stimulation	biphasic	LFG4-LFG5	6.0 mA	bad	n/a
1217.486328125	0.0002	electrical_stimulation	biphasic	LFG4-LFG5	6.0 mA	good	n/a
1221.25	0.0002	electrical_stimulation	biphasic	LFG4-LFG5	6.0 mA	good	n/a
1225.97900390625	0.0002	electrical_stimulation	biphasic	LFG4-LFG5	6.0 mA	good	n/a
1230.0087890625	0.0002	electrical_stimulation	biphasic	LFG4-LFG5	6.0 mA	good	n/a
1244.984375	0.0002	electrical_stimulation	biphasic	LFG5-LFG6	6.0 mA	good	n/a
1249.02392578125	0.0002	electrical_stimulation	biphasic	LFG5-LFG6	6.0 mA	good	n/a
1253.8212890625	0.0002	electrical_stimulation	biphasic	LFG5-LFG6	6.0 mA	good	n/a
1257.76220703125	0.0002	electrical_stimulation	biphasic	LFG5-LFG6	6.0 mA	good	odd peaks on the bottom
1262.0791015625	0.0002	electrical_stimulation	biphasic	LFG5-LFG6	6.0 mA	good	n/a
1267.6474609375	0.0002	electrical_stimulation	biphasic	LFG5-LFG6	6.0 mA	good	n/a
1272.77685546875	0.0002	electrical_stimulation	biphasic	LFG5-LFG6	6.0 mA	good	n/a
1276.35791015625	0.0002	electrical_stimulation	biphasic	LFG5-LFG6	6.0 mA	bad	Ruins signal on LPG16 and adds nothing to other chans
1281.5703125	0.0002	electrical_stimulation	biphasic	LFG5-LFG6	6.0 mA	good	n/a
1286.1435546875	0.0002	electrical_stimulation	biphasic	LFG5-LFG6	6.0 mA	good	n/a
1308.677734375	0.0002	electrical_stimulation	biphasic	LFG7-LFG8	6.0 mA	good	n/a
1312.6396484375	0.0002	electrical_stimulation	biphasic	LFG7-LFG8	6.0 mA	bad	n/a
1316.99169921875	0.0002	electrical_stimulation	biphasic	LFG7-LFG8	6.0 mA	good	n/a
1320.69970703125	0.0002	electrical_stimulation	biphasic	LFG7-LFG8	6.0 mA	good	n/a
1325.625	0.0002	electrical_stimulation	biphasic	LFG7-LFG8	6.0 mA	good	n/a
1330.85498046875	0.0002	electrical_stimulation	biphasic	LFG7-LFG8	6.0 mA	good	n/a
1335.46875	0.0002	electrical_stimulation	biphasic	LFG7-LFG8	6.0 mA	good	n/a
1339.94091796875	0.0002	electrical_stimulation	biphasic	LFG7-LFG8	6.0 mA	good	n/a
1344.310546875	0.0002	electrical_stimulation	biphasic	LFG7-LFG8	6.0 mA	good	n/a
1349.529296875	0.0002	electrical_stimulation	biphasic	LFG7-LFG8	6.0 mA	good	n/a
1365.69287109375	0.0002	electrical_stimulation	biphasic	LFG8-LFG9	6.0 mA	good	n/a
1371.4794921875	0.0002	electrical_stimulation	biphasic	LFG8-LFG9	6.0 mA	good	n/a
1376.63037109375	0.0002	electrical_stimulation	biphasic	LFG8-LFG9	6.0 mA	good	n/a
1381.0771484375	0.0002	electrical_stimulation	biphasic	LFG8-LFG9	6.0 mA	good	n/a
1384.48681640625	0.0002	electrical_stimulation	biphasic	LFG8-LFG9	6.0 mA	good	n/a
1388.412109375	0.0002	electrical_stimulation	biphasic	LFG8-LFG9	6.0 mA	good	n/a
1392.9375	0.0002	electrical_stimulation	biphasic	LFG8-LFG9	6.0 mA	good	n/a
1397.11767578125	0.0002	electrical_stimulation	biphasic	LFG8-LFG9	6.0 mA	good	n/a
1402.3681640625	0.0002	electrical_stimulation	biphasic	LFG8-LFG9	6.0 mA	bad	n/a
1407.46240234375	0.0002	electrical_stimulation	biphasic	LFG8-LFG9	6.0 mA	good	n/a
1424.74560546875	0.0002	electrical_stimulation	biphasic	LFG9-LFG10	6.0 mA	good	n/a
1429.015625	0.0002	electrical_stimulation	biphasic	LFG9-LFG10	6.0 mA	good	n/a
1433.822265625	0.0002	electrical_stimulation	biphasic	LFG9-LFG10	6.0 mA	good	n/a
1438.24853515625	0.0002	electrical_stimulation	biphasic	LFG9-LFG10	6.0 mA	good	n/a
1442.8935546875	0.0002	electrical_stimulation	biphasic	LFG9-LFG10	6.0 mA	good	n/a
1446.72998046875	0.0002	electrical_stimulation	biphasic	LFG9-LFG10	6.0 mA	good	n/a
1450.80224609375	0.0002	electrical_stimulation	biphasic	LFG9-LFG10	6.0 mA	good	n/a
1455.80712890625	0.0002	electrical_stimulation	biphasic	LFG9-LFG10	6.0 mA	good	n/a
1460.50439453125	0.0002	electrical_stimulation	biphasic	LFG9-LFG10	6.0 mA	good	n/a
1465.6337890625	0.0002	electrical_stimulation	biphasic	LFG9-LFG10	6.0 mA	good	n/a
1486.0986328125	0.0002	electrical_stimulation	biphasic	LFG10-LFG11	6.0 mA	good	n/a
1490.685546875	0.0002	electrical_stimulation	biphasic	LFG10-LFG11	6.0 mA	good	n/a
1495.56494140625	0.0002	electrical_stimulation	biphasic	LFG10-LFG11	6.0 mA	good	n/a
1499.1845703125	0.0002	electrical_stimulation	biphasic	LFG10-LFG11	6.0 mA	bad	n/a
1503.8603515625	0.0002	electrical_stimulation	biphasic	LFG10-LFG11	6.0 mA	good	n/a
1508.17138671875	0.0002	electrical_stimulation	biphasic	LFG10-LFG11	6.0 mA	good	n/a
1512.53515625	0.0002	electrical_stimulation	biphasic	LFG10-LFG11	6.0 mA	good	n/a
1517.248046875	0.0002	electrical_stimulation	biphasic	LFG10-LFG11	6.0 mA	good	n/a
1520.83935546875	0.0002	electrical_stimulation	biphasic	LFG10-LFG11	6.0 mA	good	n/a
1525.8759765625	0.0002	electrical_stimulation	biphasic	LFG10-LFG11	6.0 mA	good	n/a
1542.55029296875	0.0002	electrical_stimulation	biphasic	LFG13-LFG14	6.0 mA	good	n/a
1548.404296875	0.0002	electrical_stimulation	biphasic	LFG13-LFG14	6.0 mA	good	n/a
1554.373046875	0.0002	electrical_stimulation	biphasic	LFG13-LFG14	6.0 mA	bad	Artifact bef-stim THICKER
1558.55029296875	0.0002	electrical_stimulation	biphasic	LFG13-LFG14	6.0 mA	good	n/a
1562.72607421875	0.0002	electrical_stimulation	biphasic	LFG13-LFG14	6.0 mA	good	n/a
1567.66748046875	0.0002	electrical_stimulation	biphasic	LFG13-LFG14	6.0 mA	good	n/a
1573.330078125	0.0002	electrical_stimulation	biphasic	LFG13-LFG14	6.0 mA	good	n/a
1578.1728515625	0.0002	electrical_stimulation	biphasic	LFG13-LFG14	6.0 mA	good	n/a
1582.927734375	0.0002	electrical_stimulation	biphasic	LFG13-LFG14	6.0 mA	bad	Artifact and noisy channels
1588.10986328125	0.0002	electrical_stimulation	biphasic	LFG13-LFG14	6.0 mA	good	n/a
1592.3369140625	0.0002	electrical_stimulation	biphasic	LFG13-LFG14	6.0 mA	good	n/a
1608.57421875	0.0002	electrical_stimulation	biphasic	LFG14-LFG15	6.0 mA	good	n/a
1613.025390625	0.0002	electrical_stimulation	biphasic	LFG14-LFG15	6.0 mA	good	n/a
1616.341796875	0.0002	electrical_stimulation	biphasic	LFG14-LFG15	6.0 mA	good	n/a
1619.92333984375	0.0002	electrical_stimulation	biphasic	LFG14-LFG15	6.0 mA	good	n/a
1624.04736328125	0.0002	electrical_stimulation	biphasic	LFG14-LFG15	6.0 mA	good	n/a
1628.353515625	0.0002	electrical_stimulation	biphasic	LFG14-LFG15	6.0 mA	good	epileptic activity
1633.1328125	0.0002	electrical_stimulation	biphasic	LFG14-LFG15	6.0 mA	bad	n/a
1638.46728515625	0.0002	electrical_stimulation	biphasic	LFG14-LFG15	6.0 mA	bad	odd peaks and artifact by the end
1643.0029296875	0.0002	electrical_stimulation	biphasic	LFG14-LFG15	6.0 mA	bad	n/a
1648.21630859375	0.0002	electrical_stimulation	biphasic	LFG14-LFG15	6.0 mA	good	n/a
1652.52734375	0.0002	electrical_stimulation	biphasic	LFG14-LFG15	6.0 mA	good	n/a
1668.9091796875	0.0002	electrical_stimulation	biphasic	LFG15-LFG16	6.0 mA	good	artifact after 2.5s
1673.23583984375	0.0002	electrical_stimulation	biphasic	LFG15-LFG16	6.0 mA	bad	artifact bef-stim
1677.05224609375	0.0002	electrical_stimulation	biphasic	LFG15-LFG16	6.0 mA	good	odd peaks after 2.5
1681.03515625	0.0002	electrical_stimulation	biphasic	LFG15-LFG16	6.0 mA	good	n/a
1684.7578125	0.0002	electrical_stimulation	biphasic	LFG15-LFG16	6.0 mA	good	n/a
1688.46435546875	0.0002	electrical_stimulation	biphasic	LFG15-LFG16	6.0 mA	good	n/a
1692.86962890625	0.0002	electrical_stimulation	biphasic	LFG15-LFG16	6.0 mA	good	n/a
1696.88427734375	0.0002	electrical_stimulation	biphasic	LFG15-LFG16	6.0 mA	good	epileptic activity
1700.533203125	0.0002	electrical_stimulation	biphasic	LFG15-LFG16	6.0 mA	good	n/a
1705.34912109375	0.0002	electrical_stimulation	biphasic	LFG15-LFG16	6.0 mA	good	n/a
1719.54736328125	0.0002	electrical_stimulation	biphasic	LFG16-LFG17	6.0 mA	good	n/a
1723.81689453125	0.0002	electrical_stimulation	biphasic	LFG16-LFG17	6.0 mA	good	n/a
1727.5966796875	0.0002	electrical_stimulation	biphasic	LFG16-LFG17	6.0 mA	good	odd waveforms
1731.29296875	0.0002	electrical_stimulation	biphasic	LFG16-LFG17	6.0 mA	good	odd waveforms
1735.18212890625	0.0002	electrical_stimulation	biphasic	LFG16-LFG17	6.0 mA	good	n/a
1738.6748046875	0.0002	electrical_stimulation	biphasic	LFG16-LFG17	6.0 mA	good	n/a
1742.51708984375	0.0002	electrical_stimulation	biphasic	LFG16-LFG17	6.0 mA	good	n/a
1746.50537109375	0.0002	electrical_stimulation	biphasic	LFG16-LFG17	6.0 mA	bad	n/a
1750.619140625	0.0002	electrical_stimulation	biphasic	LFG16-LFG17	6.0 mA	good	n/a
1753.35546875	0.0002	electrical_stimulation	biphasic	LFG16-LFG17	6.0 mA	good	n/a
1781.1533203125	0.0002	electrical_stimulation	biphasic	LFG17-LFG18	6.0 mA	good	n/a
1785.8046875	0.0002	electrical_stimulation	biphasic	LFG17-LFG18	6.0 mA	good	n/a
1790.41748046875	0.0002	electrical_stimulation	biphasic	LFG17-LFG18	6.0 mA	good	n/a
1794.30224609375	0.0002	electrical_stimulation	biphasic	LFG17-LFG18	6.0 mA	good	n/a
1798.43115234375	0.0002	electrical_stimulation	biphasic	LFG17-LFG18	6.0 mA	good	n/a
1808.1220703125	0.0002	electrical_stimulation	biphasic	LFG17-LFG18	6.0 mA	good	n/a
1812.7001953125	0.0002	electrical_stimulation	biphasic	LFG17-LFG18	6.0 mA	good	n/a
1817.318359375	0.0002	electrical_stimulation	biphasic	LFG17-LFG18	6.0 mA	good	n/a
1821.8330078125	0.0002	electrical_stimulation	biphasic	LFG17-LFG18	6.0 mA	good	n/a
1836.73486328125	0.0002	electrical_stimulation	biphasic	LFG19-LFG20	6.0 mA	good	n/a
1841.119140625	0.0002	electrical_stimulation	biphasic	LFG19-LFG20	6.0 mA	good	n/a
1845.2001953125	0.0002	electrical_stimulation	biphasic	LFG19-LFG20	6.0 mA	good	n/a
1848.9169921875	0.0002	electrical_stimulation	biphasic	LFG19-LFG20	6.0 mA	good	n/a
1852.931640625	0.0002	electrical_stimulation	biphasic	LFG19-LFG20	6.0 mA	good	n/a
1857.21728515625	0.0002	electrical_stimulation	biphasic	LFG19-LFG20	6.0 mA	good	odd waveforms
1861.6064453125	0.0002	electrical_stimulation	biphasic	LFG19-LFG20	6.0 mA	good	n/a
1867.05078125	0.0002	electrical_stimulation	biphasic	LFG19-LFG20	6.0 mA	good	n/a
